movement_id,store_id,product_id,movement_datetime,movement_type,quantity_delta
12358,4,23,2025-08-02 19:39:30,adjustment,0
12359,10,207,2024-01-20 08:46:29,inbound,21
12360,4,105,2024-01-31 07:50:17,sale,-2
12361,5,5,2024-05-25 17:26:34,sale,-4
12362,6,153,2024-10-19 21:23:10,inbound,41
12363,1,18,2024-10-16 00:28:30,inbound,10
12364,7,229,2025-01-10 19:08:25,sale,-2
12365,5,274,2024-02-26 06:38:30,return,1
12366,4,298,2025-04-19 18:24:34,inbound,10
12367,3,269,2024-09-16 17:47:23,sale,-5
12368,10,264,2024-05-25 08:20:08,sale,-2
12369,11,249,2024-10-11 14:56:34,sale,-3
12370,11,236,2025-04-14 01:30:50,adjustment,3
12371,12,122,2024-02-20 05:15:11,sale,-4
12372,2,297,2025-03-21 20:52:39,sale,-5
12373,1,190,2024-11-07 08:17:11,sale,-4
12374,4,50,2024-11-02 06:01:49,sale,-4
12375,2,58,2024-11-07 20:57:30,sale,-5
12376,3,215,2024-03-29 11:40:29,sale,-1
12377,5,126,2024-11-01 14:49:29,sale,-4
12378,6,42,2025-08-31 16:56:29,return,3
12379,2,182,2025-04-04 22:04:07,inbound,12
12380,2,10,2025-01-07 20:01:36,adjustment,3
12381,2,282,2024-06-25 15:44:10,sale,-2
12382,11,233,2024-06-05 05:28:09,inbound,33
12383,9,206,2024-02-22 18:26:03,sale,-1
12384,4,158,2024-04-17 14:22:51,inbound,19
12385,2,77,2025-04-23 05:46:16,inbound,18
12386,8,92,2025-06-16 03:41:19,inbound,36
12387,3,228,2024-03-01 23:45:16,inbound,38
12388,8,69,2024-08-18 17:55:14,sale,-2
12389,7,229,2024-08-14 05:31:18,sale,-4
12390,8,238,2025-08-22 20:52:42,sale,-1
12391,6,173,2025-03-27 04:29:42,inbound,47
12392,10,243,2025-05-13 22:23:05,sale,-4
12393,4,25,2024-06-24 04:48:11,sale,-3
12394,7,25,2025-01-26 21:40:42,sale,-1
12395,10,12,2024-01-10 23:18:54,return,3
12396,8,179,2024-02-01 03:09:27,sale,-2
12397,12,286,2025-07-11 22:09:48,return,1
12398,5,271,2024-01-18 02:51:35,sale,-2
12399,6,40,2025-01-13 09:00:40,sale,-2
12400,8,32,2025-03-22 06:44:20,inbound,22
12401,10,23,2025-03-13 03:34:04,sale,-5
12402,1,217,2024-05-30 20:08:33,inbound,11
12403,5,153,2024-12-11 21:13:54,inbound,31
12404,9,233,2024-06-11 01:20:42,sale,-5
12405,4,10,2024-08-29 14:43:39,inbound,6
12406,6,98,2025-05-22 02:56:43,sale,-2
12407,7,175,2024-08-08 14:47:19,sale,-1
12408,6,241,2025-08-12 04:12:22,inbound,34
12409,8,35,2024-09-16 08:28:49,inbound,10
12410,12,158,2025-03-22 12:05:13,sale,-4
12411,9,1,2025-08-14 13:08:41,inbound,14
12412,11,13,2025-03-26 02:12:19,adjustment,-3
12413,12,119,2024-10-25 03:10:35,sale,-4
12414,2,133,2024-03-09 00:12:37,return,3
12415,5,15,2025-05-20 10:57:50,adjustment,3
12416,8,36,2024-09-27 09:46:48,adjustment,-3
12417,11,193,2025-02-16 06:26:35,inbound,28
12418,1,294,2024-07-18 08:28:41,inbound,10
12419,6,208,2025-07-11 11:03:19,inbound,11
12420,12,155,2025-04-02 03:18:46,inbound,47
12421,4,92,2025-06-05 16:08:40,sale,-2
12422,6,7,2024-08-02 16:33:20,inbound,21
12423,1,278,2024-05-10 09:14:57,sale,-2
12424,9,287,2025-04-12 19:23:38,sale,-3
12425,9,174,2024-10-27 07:24:40,inbound,36
12426,6,187,2025-04-26 19:12:40,inbound,13
12427,3,259,2025-01-10 03:49:21,adjustment,-1
12428,12,113,2024-10-15 12:04:43,sale,-1
12429,2,22,2025-03-15 01:53:54,sale,-1
12430,11,213,2024-05-27 15:25:51,inbound,23
12431,1,13,2025-02-16 14:59:21,sale,-3
12432,8,296,2025-02-09 10:50:28,inbound,19
12433,4,33,2024-08-17 06:30:01,sale,-3
12434,3,149,2024-12-06 22:58:55,sale,-5
12435,12,268,2025-08-27 17:59:16,sale,-3
12436,5,2,2024-02-25 17:54:06,adjustment,-1
12437,1,273,2025-06-06 21:03:34,sale,-4
12438,12,49,2024-01-16 04:19:54,inbound,47
12439,2,138,2025-06-03 09:25:10,sale,-3
12440,2,44,2025-02-07 22:23:18,adjustment,-2
12441,11,142,2024-11-04 08:05:23,sale,-4
12442,7,182,2025-01-06 23:51:37,sale,-4
12443,1,54,2024-03-10 01:20:23,sale,-2
12444,9,280,2024-10-27 03:08:32,sale,-3
12445,1,33,2024-11-13 04:27:05,sale,-3
12446,10,118,2025-08-22 05:51:20,sale,-3
12447,7,294,2025-02-24 02:14:51,inbound,39
12448,6,209,2025-04-07 14:22:55,sale,-3
12449,1,284,2024-01-24 19:20:05,sale,-5
12450,4,261,2024-08-28 12:26:10,return,1
12451,4,269,2024-03-30 05:04:52,inbound,32
12452,7,125,2025-07-14 19:22:03,sale,-5
12453,1,179,2025-07-13 12:36:40,sale,-3
12454,2,191,2025-03-12 06:58:40,sale,-4
12455,2,126,2024-07-21 06:54:12,sale,-4
12456,8,212,2025-02-24 18:31:39,adjustment,3
12457,10,243,2025-04-09 18:25:25,sale,-5
12458,11,120,2024-05-05 12:07:07,inbound,42
12459,6,10,2025-05-13 10:36:54,inbound,25
12460,6,85,2024-10-19 20:31:07,inbound,19
12461,1,27,2025-03-10 09:01:22,sale,-3
12462,5,134,2024-06-05 08:19:42,sale,-2
12463,1,137,2024-06-01 09:00:05,sale,-2
12464,6,182,2025-04-24 20:56:01,sale,-1
12465,7,51,2024-12-08 11:47:54,sale,-5
12466,4,218,2025-01-21 07:19:09,inbound,32
12467,7,272,2024-06-27 14:47:11,sale,-4
12468,8,119,2024-03-16 14:51:57,inbound,10
12469,1,103,2024-11-16 02:18:28,sale,-3
12470,8,212,2025-04-09 13:24:46,inbound,49
12471,8,149,2025-05-22 17:16:30,inbound,34
12472,10,51,2025-08-04 18:03:42,sale,-4
12473,9,240,2024-07-06 15:54:01,return,2
12474,7,42,2025-06-17 20:23:17,return,2
12475,8,216,2025-07-23 13:35:13,sale,-5
12476,4,78,2024-09-20 02:08:57,inbound,7
12477,3,102,2024-12-08 21:32:57,inbound,34
12478,11,106,2025-07-06 12:17:33,inbound,18
12479,7,140,2024-02-20 02:52:44,inbound,26
12480,5,248,2025-02-05 12:15:23,sale,-2
12481,9,39,2024-03-27 14:34:47,inbound,40
12482,5,207,2024-11-20 17:20:04,inbound,45
12483,5,279,2024-05-20 01:17:45,sale,-3
12484,12,113,2024-02-05 18:36:03,inbound,22
12485,3,39,2024-03-31 09:41:57,sale,-3
12486,11,258,2025-05-23 21:49:41,sale,-2
12487,8,10,2024-02-05 14:02:51,adjustment,1
12488,11,90,2025-06-08 01:21:29,adjustment,3
12489,7,216,2025-05-01 01:26:10,sale,-3
12490,4,289,2024-12-05 14:45:32,return,3
12491,2,155,2025-01-18 01:33:44,return,2
12492,7,80,2024-12-29 10:38:41,sale,-1
12493,12,30,2024-11-11 09:04:25,sale,-2
12494,4,268,2024-11-01 23:35:39,inbound,27
12495,9,221,2024-01-01 12:58:47,adjustment,3
12496,1,248,2025-02-01 02:39:01,sale,-3
12497,5,33,2024-02-27 17:54:08,adjustment,-1
12498,7,144,2024-04-09 16:24:08,inbound,39
12499,6,157,2024-08-17 19:46:08,sale,-4
12500,6,154,2024-12-28 05:08:31,sale,-1
12501,6,124,2025-06-21 18:49:34,sale,-1
12502,8,37,2024-03-27 03:12:46,inbound,42
12503,11,278,2024-09-26 00:43:46,inbound,37
12504,2,288,2025-06-18 01:36:07,sale,-2
12505,6,114,2024-08-19 13:28:32,inbound,11
12506,10,53,2024-10-11 10:52:40,sale,-3
12507,11,138,2024-06-08 13:10:59,adjustment,3
12508,5,64,2024-01-28 23:03:06,sale,-5
12509,5,2,2024-04-12 07:06:22,adjustment,-3
12510,12,47,2024-05-19 10:52:58,sale,-2
12511,1,155,2024-06-17 16:00:33,inbound,43
12512,9,258,2025-05-27 10:57:30,inbound,33
12513,1,140,2025-05-01 05:56:19,inbound,32
12514,6,104,2025-02-03 03:27:29,sale,-4
12515,2,89,2024-04-18 12:08:54,sale,-2
12516,3,175,2024-06-12 23:22:05,sale,-2
12517,9,51,2024-07-14 06:18:52,sale,-1
12518,2,224,2024-04-27 11:24:38,sale,-1
12519,6,135,2025-02-15 05:10:12,sale,-4
12520,1,264,2024-09-14 15:07:16,sale,-2
12521,10,246,2024-08-06 01:33:03,sale,-1
12522,7,203,2024-02-06 22:49:58,return,3
12523,1,194,2025-07-22 20:43:39,sale,-3
12524,1,214,2024-09-25 21:46:32,adjustment,2
12525,4,263,2024-12-13 12:53:31,sale,-3
12526,6,71,2025-05-08 18:54:43,adjustment,3
12527,1,32,2025-02-17 21:23:20,adjustment,-1
12528,5,9,2024-04-20 10:01:20,inbound,25
12529,9,24,2025-07-29 02:02:57,sale,-5
12530,10,272,2025-06-16 23:09:36,sale,-2
12531,2,30,2025-07-05 07:11:25,return,3
12532,6,240,2025-01-28 02:47:07,inbound,23
12533,3,163,2025-02-26 20:44:50,sale,-5
12534,1,260,2025-08-28 21:14:50,sale,-5
12535,8,121,2024-05-26 17:44:43,inbound,26
12536,2,99,2025-08-31 14:54:40,inbound,5
12537,1,62,2024-12-06 01:19:02,return,2
12538,9,56,2025-04-12 01:56:28,inbound,22
12539,9,198,2025-04-02 02:53:53,sale,-5
12540,5,231,2024-01-15 03:09:39,return,1
12541,11,1,2025-07-31 02:17:59,adjustment,3
12542,4,279,2025-04-29 20:23:07,return,2
12543,7,205,2024-08-15 09:54:39,return,3
12544,12,226,2024-10-12 05:34:46,sale,-3
12545,3,272,2025-02-19 23:26:30,sale,-5
12546,2,234,2024-12-16 18:50:21,sale,-3
12547,5,270,2024-03-24 18:46:27,return,2
12548,11,273,2024-06-25 21:03:38,return,2
12549,3,139,2024-04-02 17:37:52,sale,-3
12550,10,169,2024-12-08 14:20:10,inbound,21
12551,7,234,2024-04-24 08:37:50,sale,-2
12552,5,138,2024-12-13 13:20:55,return,1
12553,11,121,2025-01-21 13:57:32,sale,-3
12554,4,254,2024-07-28 02:56:58,return,2
12555,3,265,2024-12-01 21:25:07,return,1
12556,8,251,2024-01-13 19:40:55,inbound,43
12557,2,230,2025-01-12 14:53:07,inbound,25
12558,12,68,2024-09-26 17:14:14,sale,-5
12559,6,61,2024-02-02 00:45:14,adjustment,-3
12560,12,52,2025-04-06 01:03:51,sale,-5
12561,8,240,2025-02-15 01:02:36,sale,-4
12562,6,200,2024-10-16 08:35:56,inbound,13
12563,10,117,2024-06-23 22:26:08,return,2
12564,10,216,2024-12-21 20:04:57,inbound,30
12565,10,147,2025-01-08 04:08:53,sale,-1
12566,5,238,2025-06-13 20:21:54,sale,-1
12567,5,300,2025-07-10 07:02:03,sale,-4
12568,2,247,2024-07-11 02:19:03,inbound,35
12569,6,58,2024-05-10 02:00:17,return,1
12570,1,118,2025-05-25 14:00:09,sale,-2
12571,9,153,2025-06-26 20:10:45,inbound,26
12572,8,148,2024-05-03 11:25:25,adjustment,-1
12573,7,172,2024-02-12 15:41:02,inbound,50
12574,6,145,2024-02-27 07:58:26,inbound,30
12575,6,141,2024-02-03 00:28:35,sale,-1
12576,2,101,2024-04-28 06:09:09,sale,-5
12577,11,195,2024-03-06 20:56:57,adjustment,3
12578,2,179,2024-12-30 01:48:40,sale,-4
12579,3,128,2024-06-24 00:38:17,sale,-1
12580,6,27,2025-01-24 13:59:02,sale,-2
12581,11,276,2024-06-22 16:24:16,adjustment,-2
12582,7,166,2024-07-23 12:31:32,inbound,36
12583,7,230,2024-07-01 05:46:49,sale,-2
12584,11,136,2024-08-26 14:12:01,adjustment,-3
12585,4,90,2025-03-11 06:17:13,return,3
12586,2,17,2024-12-18 13:00:53,sale,-1
12587,7,38,2024-08-14 23:02:52,inbound,17
12588,3,115,2024-11-07 20:53:05,inbound,29
12589,12,242,2024-05-02 08:26:19,sale,-1
12590,8,32,2024-06-05 10:19:25,sale,-3
12591,10,261,2024-01-04 01:00:34,adjustment,-3
12592,7,28,2025-08-26 11:18:09,inbound,34
12593,8,243,2025-07-07 02:33:14,sale,-5
12594,10,67,2024-12-28 08:36:16,inbound,36
12595,5,36,2024-11-17 16:52:11,sale,-4
12596,2,92,2024-04-22 11:00:02,sale,-1
12597,5,179,2024-06-17 17:47:39,return,2
12598,11,110,2024-10-05 20:28:38,inbound,42
12599,11,34,2024-05-10 17:32:20,sale,-3
12600,12,207,2025-07-04 06:21:14,sale,-4
12601,1,155,2025-06-04 13:59:02,inbound,23
12602,7,68,2025-03-12 05:51:02,sale,-1
12603,2,96,2025-05-11 06:22:27,inbound,48
12604,1,89,2025-01-01 05:38:57,sale,-1
12605,8,263,2025-04-17 01:28:57,adjustment,-1
12606,7,284,2024-07-22 16:52:10,sale,-1
12607,4,293,2025-06-03 00:26:14,return,3
12608,4,204,2024-09-16 00:06:19,sale,-1
12609,10,294,2024-08-06 05:28:22,inbound,11
12610,3,37,2024-05-06 01:16:30,sale,-4
12611,8,58,2025-07-27 21:54:54,return,3
12612,12,217,2024-04-20 23:18:10,sale,-2
12613,6,295,2024-04-21 10:42:09,sale,-4
12614,6,137,2025-03-29 10:21:29,sale,-4
12615,4,164,2024-02-01 11:00:22,adjustment,2
12616,10,99,2025-04-29 02:03:57,inbound,30
12617,12,87,2025-03-24 23:34:40,sale,-2
12618,12,7,2025-02-18 09:21:00,inbound,30
12619,1,279,2025-08-19 10:18:18,sale,-1
12620,2,245,2025-03-14 07:05:13,sale,-3
12621,2,173,2024-07-09 04:40:51,inbound,10
12622,7,232,2025-05-06 11:48:28,sale,-1
12623,9,116,2024-01-27 08:53:48,sale,-2
12624,10,68,2024-01-01 02:26:05,sale,-5
12625,9,231,2024-10-11 14:52:22,adjustment,2
12626,8,272,2024-05-24 05:54:56,inbound,9
12627,5,300,2024-12-01 00:48:40,sale,-1
12628,1,112,2025-08-22 07:36:13,inbound,36
12629,11,289,2025-03-27 10:03:09,inbound,43
12630,1,58,2025-02-02 12:14:01,inbound,41
12631,6,62,2024-11-18 15:14:14,sale,-5
12632,12,73,2024-05-05 06:46:02,inbound,35
12633,4,249,2025-06-28 17:29:16,adjustment,3
12634,6,215,2024-10-12 04:14:27,sale,-2
12635,9,225,2024-04-27 21:20:52,return,3
12636,2,25,2025-08-21 11:34:26,sale,-4
12637,11,286,2025-06-21 22:17:08,sale,-1
12638,9,153,2025-05-22 20:55:08,sale,-4
12639,6,105,2024-01-09 01:40:20,sale,-5
12640,5,270,2024-12-30 21:10:32,sale,-5
12641,7,130,2024-02-10 01:00:54,inbound,46
12642,5,144,2024-07-25 21:33:36,adjustment,3
12643,6,228,2025-02-07 02:31:16,adjustment,-3
12644,5,199,2025-03-03 09:55:21,adjustment,3
12645,6,297,2025-03-08 03:57:45,inbound,15
12646,1,282,2025-02-15 23:52:45,inbound,41
12647,12,241,2024-10-10 07:26:55,return,3
12648,10,162,2025-03-24 00:36:42,sale,-3
12649,9,18,2025-01-25 13:21:22,sale,-5
12650,2,109,2024-08-25 12:55:53,return,1
12651,11,34,2024-03-10 15:30:45,inbound,16
12652,5,52,2025-05-10 02:36:58,sale,-3
12653,3,58,2025-01-14 19:02:37,inbound,29
12654,5,100,2025-01-05 18:35:40,sale,-1
12655,8,188,2025-07-20 01:14:26,return,2
12656,3,207,2024-07-08 08:42:40,sale,-5
12657,3,294,2024-05-10 03:49:15,sale,-4
12658,4,149,2024-08-18 09:17:37,return,2
12659,4,2,2024-10-16 20:26:14,sale,-1
12660,8,202,2024-08-30 08:04:09,sale,-2
12661,6,7,2025-05-25 09:27:31,inbound,26
12662,9,217,2025-07-02 03:36:32,inbound,36
12663,2,84,2024-12-10 05:35:52,inbound,36
12664,12,288,2024-01-03 17:09:09,adjustment,-2
12665,8,29,2025-02-28 13:26:46,sale,-2
12666,3,18,2025-06-02 04:26:31,inbound,45
12667,11,148,2025-06-01 23:48:32,inbound,20
12668,5,261,2024-04-08 02:22:03,adjustment,1
12669,10,225,2024-11-12 11:21:55,adjustment,0
12670,4,84,2025-04-28 23:07:50,adjustment,-3
12671,5,208,2024-07-28 04:33:01,adjustment,-1
12672,3,31,2024-11-11 19:49:29,return,1
12673,8,5,2025-07-17 13:29:48,sale,-5
12674,10,4,2024-05-30 10:25:39,sale,-2
12675,1,191,2024-02-09 13:16:33,return,1
12676,2,125,2025-05-16 00:38:42,sale,-3
12677,6,255,2024-01-08 03:00:14,return,3
12678,11,187,2024-04-21 01:30:03,sale,-4
12679,9,217,2024-07-29 04:00:33,inbound,39
12680,7,25,2024-05-19 19:37:12,inbound,23
12681,7,75,2024-12-01 20:34:11,sale,-5
12682,8,257,2025-01-12 17:18:14,sale,-5
12683,4,156,2025-06-08 21:40:22,adjustment,-2
12684,4,33,2025-01-20 09:34:06,inbound,28
12685,6,258,2024-04-27 08:28:12,sale,-5
12686,8,17,2025-03-01 11:25:41,sale,-1
12687,7,116,2025-03-26 21:22:36,inbound,32
12688,5,199,2024-11-27 01:19:37,sale,-1
12689,12,195,2024-05-10 23:36:08,sale,-3
12690,5,218,2024-10-14 00:58:28,sale,-3
12691,4,237,2024-05-22 19:46:16,adjustment,2
12692,1,84,2025-06-22 16:13:17,return,2
12693,12,43,2025-08-30 03:22:29,sale,-1
12694,6,38,2025-08-21 03:28:21,sale,-1
12695,1,122,2025-02-05 08:34:04,inbound,34
12696,1,44,2025-06-02 21:27:03,sale,-4
12697,12,192,2024-04-22 16:09:37,sale,-4
12698,11,243,2024-12-10 11:16:36,sale,-3
12699,11,258,2025-07-20 00:49:15,sale,-3
12700,2,167,2025-04-21 17:56:37,adjustment,-3
12701,6,232,2024-07-13 04:27:10,inbound,21
12702,3,186,2024-02-12 02:50:17,sale,-2
12703,11,141,2025-01-06 12:38:24,inbound,24
12704,11,23,2024-09-14 23:03:02,adjustment,-1
12705,7,26,2024-11-14 12:43:55,adjustment,-3
12706,9,249,2025-06-06 00:57:01,sale,-3
12707,5,204,2025-08-20 02:30:07,sale,-2
12708,8,35,2024-07-13 10:52:23,sale,-1
12709,9,138,2024-09-14 23:34:35,sale,-1
12710,2,56,2025-07-18 01:53:12,sale,-3
12711,4,222,2025-07-11 23:08:05,sale,-4
12712,8,185,2024-02-29 20:50:33,inbound,36
12713,2,151,2024-04-07 17:43:38,sale,-1
12714,8,140,2025-03-21 08:32:17,adjustment,2
12715,2,229,2024-08-01 09:48:14,sale,-1
12716,5,202,2024-01-20 05:23:17,sale,-1
12717,5,69,2025-08-18 14:16:49,return,3
12718,2,233,2024-11-28 13:55:10,return,3
12719,8,243,2024-01-07 20:10:50,sale,-2
12720,12,292,2024-02-23 12:07:45,inbound,49
12721,9,255,2025-05-04 20:19:38,sale,-4
12722,10,229,2024-09-08 08:02:03,inbound,28
12723,9,218,2024-06-29 03:27:41,inbound,18
12724,4,143,2024-06-15 22:24:10,inbound,48
12725,8,288,2024-01-01 06:32:52,sale,-1
12726,1,8,2024-11-30 16:56:02,sale,-5
12727,3,214,2025-02-26 17:40:14,sale,-4
12728,7,84,2024-04-13 22:22:20,return,3
12729,9,51,2024-03-24 17:57:00,return,2
12730,12,28,2024-05-11 06:38:21,sale,-2
12731,1,175,2024-04-21 19:22:53,inbound,46
12732,3,219,2024-09-04 03:34:41,inbound,14
12733,6,8,2024-10-15 10:01:16,inbound,30
12734,7,60,2024-07-14 22:39:48,return,3
12735,10,159,2024-03-28 14:38:35,return,1
12736,12,186,2025-08-21 10:23:55,inbound,24
12737,6,185,2024-12-29 23:40:10,sale,-5
12738,1,132,2024-08-13 04:30:16,inbound,38
12739,9,236,2025-07-08 17:09:22,inbound,31
12740,10,87,2025-05-10 17:00:20,sale,-3
12741,11,234,2025-08-30 15:40:47,sale,-4
12742,10,153,2024-09-13 12:47:11,sale,-2
12743,7,67,2024-05-09 14:43:02,sale,-1
12744,12,9,2025-04-17 01:56:00,inbound,39
12745,7,49,2025-01-09 09:35:39,sale,-3
12746,10,250,2024-09-21 16:18:28,sale,-5
12747,10,70,2024-10-09 10:01:51,inbound,7
12748,9,198,2024-09-12 01:42:22,inbound,17
12749,6,163,2024-10-31 05:42:34,sale,-5
12750,9,82,2024-03-21 14:46:36,sale,-4
12751,4,186,2024-08-05 12:35:47,sale,-3
12752,11,214,2024-04-13 07:32:25,sale,-1
12753,6,166,2024-12-05 17:45:24,inbound,17
12754,5,18,2025-02-08 07:03:50,sale,-5
12755,6,292,2025-06-03 00:41:56,inbound,10
12756,6,245,2024-05-19 19:39:54,sale,-1
12757,10,133,2024-06-16 04:08:38,inbound,32
12758,9,296,2024-02-08 07:54:10,inbound,7
12759,8,282,2025-08-05 15:03:33,inbound,25
12760,12,13,2025-04-17 15:56:38,sale,-5
12761,3,207,2024-09-23 17:29:41,sale,-1
12762,6,64,2024-09-08 12:04:55,return,3
12763,5,131,2025-06-27 12:40:06,sale,-4
12764,1,89,2024-01-23 05:55:16,sale,-5
12765,11,255,2024-02-10 19:36:09,sale,-1
12766,2,167,2025-08-02 01:50:16,sale,-3
12767,2,254,2024-04-25 03:41:54,inbound,7
12768,6,233,2025-03-06 11:14:45,sale,-1
12769,11,124,2024-08-20 10:56:26,sale,-5
12770,9,9,2024-02-17 20:47:31,inbound,5
12771,5,213,2024-04-17 11:17:33,sale,-2
12772,8,79,2025-03-05 18:14:36,sale,-1
12773,8,219,2024-05-17 02:02:37,return,3
12774,3,249,2025-04-28 05:47:20,adjustment,-2
12775,12,1,2025-07-03 14:45:29,adjustment,-2
12776,4,225,2024-06-09 23:00:42,sale,-4
12777,7,158,2024-08-18 23:24:48,sale,-3
12778,9,187,2024-08-15 08:43:12,inbound,24
12779,4,265,2024-08-22 15:17:33,return,2
12780,7,162,2024-11-10 21:03:33,sale,-1
12781,7,100,2024-04-01 15:25:37,sale,-2
12782,1,102,2024-01-16 23:57:17,sale,-3
12783,9,22,2024-12-13 07:36:55,sale,-4
12784,1,83,2024-01-21 15:17:53,sale,-2
12785,4,203,2024-04-23 06:09:53,sale,-3
12786,9,229,2024-09-21 22:06:19,inbound,27
12787,8,181,2025-01-21 23:12:38,inbound,20
12788,12,179,2024-02-25 09:46:53,sale,-3
12789,6,83,2025-07-09 05:14:40,sale,-1
12790,3,220,2025-04-18 16:07:52,sale,-2
12791,2,236,2024-02-12 14:29:30,sale,-1
12792,10,225,2024-07-26 06:33:53,return,2
12793,4,133,2024-01-26 19:32:17,adjustment,3
12794,4,239,2025-07-02 23:06:33,sale,-3
12795,11,73,2024-01-10 20:57:22,inbound,48
12796,10,224,2024-03-29 21:38:37,sale,-5
12797,9,110,2025-03-20 12:40:48,sale,-5
12798,9,288,2024-07-05 13:16:50,sale,-3
12799,12,9,2024-06-11 11:15:39,return,2
12800,7,112,2024-04-26 16:32:51,sale,-5
12801,3,270,2024-05-02 04:06:24,adjustment,-2
12802,8,112,2024-08-13 10:15:52,sale,-1
12803,1,228,2024-12-02 06:26:48,sale,-1
12804,9,227,2024-04-22 22:21:12,return,2
12805,6,135,2024-05-28 18:32:40,sale,-4
12806,11,177,2025-05-07 01:26:03,sale,-5
12807,11,211,2025-04-15 05:08:43,inbound,43
12808,11,64,2025-02-08 20:35:18,sale,-3
12809,6,58,2025-08-16 12:23:03,sale,-4
12810,4,154,2024-12-17 14:26:45,inbound,19
12811,5,254,2024-10-21 04:09:30,sale,-4
12812,12,280,2025-02-28 17:51:35,sale,-3
12813,2,101,2024-06-28 17:49:25,sale,-5
12814,8,53,2024-06-21 00:04:36,sale,-1
12815,11,36,2025-07-18 19:15:16,sale,-5
12816,5,136,2024-01-10 05:02:03,inbound,8
12817,10,272,2025-01-10 01:34:04,sale,-5
12818,8,200,2024-04-23 07:48:32,sale,-2
12819,4,148,2025-05-20 05:08:32,return,1
12820,12,90,2024-05-15 14:48:10,inbound,12
12821,1,254,2025-04-24 11:54:04,inbound,47
12822,3,43,2025-04-20 13:14:30,return,3
12823,5,150,2024-03-15 08:44:26,sale,-1
12824,10,252,2024-05-09 19:14:22,sale,-1
12825,11,199,2025-01-11 11:25:24,sale,-1
12826,6,128,2025-07-22 21:47:23,inbound,36
12827,4,90,2024-05-12 13:53:42,sale,-5
12828,5,232,2024-08-17 08:30:02,inbound,33
12829,2,286,2025-08-17 11:40:58,sale,-1
12830,9,92,2024-01-21 12:19:10,return,2
12831,9,133,2025-02-14 18:56:20,inbound,12
12832,1,298,2025-08-02 13:16:37,sale,-2
12833,1,159,2024-05-26 05:03:21,sale,-5
12834,8,142,2024-08-22 21:22:46,sale,-5
12835,9,121,2024-08-19 04:36:27,adjustment,1
12836,11,280,2024-09-10 22:13:10,sale,-5
12837,10,1,2024-08-18 23:18:56,return,2
12838,3,33,2025-05-08 09:17:16,sale,-4
12839,7,152,2025-02-15 20:08:41,return,3
12840,4,82,2025-03-24 09:14:49,sale,-3
12841,7,69,2024-12-05 09:53:22,sale,-3
12842,9,181,2024-05-29 10:14:44,inbound,48
12843,5,235,2024-11-11 12:59:26,inbound,10
12844,3,269,2025-02-15 19:36:41,sale,-1
12845,8,74,2024-05-02 23:35:05,inbound,37
12846,8,41,2024-10-29 10:45:49,inbound,43
12847,12,157,2024-10-08 02:20:02,inbound,14
12848,8,152,2024-06-12 10:41:00,sale,-2
12849,2,223,2024-09-28 09:48:38,sale,-1
12850,12,14,2024-05-02 11:48:06,sale,-5
12851,7,284,2025-06-15 05:55:28,adjustment,1
12852,8,153,2025-03-01 12:39:10,sale,-3
12853,5,129,2024-08-25 09:54:57,sale,-1
12854,10,9,2024-08-28 04:05:21,sale,-1
12855,11,80,2025-02-20 02:08:13,sale,-1
12856,5,167,2024-10-27 04:35:45,sale,-5
12857,9,68,2024-02-22 11:01:04,sale,-2
12858,7,271,2024-11-13 09:45:20,sale,-2
12859,8,97,2025-01-27 09:08:43,sale,-5
12860,3,43,2025-04-23 21:02:26,sale,-2
12861,2,124,2024-09-26 04:34:08,adjustment,-1
12862,11,281,2025-06-07 16:23:46,inbound,40
12863,5,131,2025-01-12 03:47:44,inbound,11
12864,8,186,2025-02-20 10:48:07,inbound,17
12865,9,164,2024-01-20 14:24:43,inbound,6
12866,7,121,2025-07-24 00:06:35,inbound,35
12867,6,249,2025-02-20 12:37:24,sale,-2
12868,5,128,2024-09-29 12:44:08,sale,-1
12869,7,173,2024-05-15 01:25:46,adjustment,3
12870,2,291,2024-05-01 12:47:38,adjustment,1
12871,10,2,2024-12-23 07:54:19,sale,-1
12872,7,62,2024-07-23 03:00:07,inbound,20
12873,3,126,2024-02-27 13:36:49,sale,-2
12874,5,126,2025-02-27 06:59:04,sale,-4
12875,9,99,2025-06-07 14:43:16,sale,-3
12876,4,177,2025-04-11 13:28:05,sale,-3
12877,7,183,2024-01-08 04:37:21,return,1
12878,10,178,2025-04-23 10:31:46,sale,-5
12879,12,143,2025-05-06 23:13:15,inbound,32
12880,2,264,2024-10-29 04:55:18,sale,-5
12881,10,27,2025-04-18 08:49:49,sale,-2
12882,5,138,2024-09-27 09:29:02,sale,-5
12883,12,34,2025-06-25 02:42:03,inbound,12
12884,7,132,2025-03-27 03:44:23,sale,-3
12885,6,60,2025-05-28 04:04:18,inbound,47
12886,3,132,2025-06-25 17:14:19,adjustment,0
12887,10,58,2024-04-22 11:54:47,sale,-1
12888,6,95,2024-06-07 21:03:18,sale,-4
12889,6,82,2024-12-04 12:32:54,sale,-5
12890,11,207,2025-02-19 17:05:47,inbound,36
12891,2,151,2024-03-05 04:06:16,inbound,49
12892,9,117,2024-10-02 19:18:07,inbound,25
12893,12,71,2025-01-18 01:47:24,inbound,6
12894,12,23,2024-06-24 16:30:31,inbound,50
12895,11,124,2025-01-31 14:54:37,inbound,24
