shipment_id,order_id,shipped_at,delivered_at,carrier,shipping_cost
4418,4418,2024-03-01 16:47:33,2024-03-05 16:47:33,BlueDart,96.51
4419,4419,2024-05-15 07:32:06,2024-05-18 07:32:06,DTDC,191.15
4420,4420,2024-11-01 02:02:15,2024-11-08 02:02:15,DTDC,64.24
4421,4421,2024-10-02 03:45:20,2024-10-03 03:45:20,XpressBees,122.73
4422,4422,2024-12-28 02:51:27,2024-12-31 02:51:27,DTDC,133.58
4423,4423,2024-10-19 08:45:27,2024-10-25 08:45:27,XpressBees,84.49
4424,4424,2024-06-27 21:58:39,2024-06-28 21:58:39,Delhivery,143.41
4425,4425,2024-04-16 10:33:49,2024-04-23 10:33:49,DTDC,75.95
4426,4426,2025-07-22 11:33:05,2025-07-27 11:33:05,DTDC,84.01
4427,4427,2024-02-20 04:12:49,2024-02-21 04:12:49,XpressBees,46.23
4428,4428,2024-06-16 16:37:00,2024-06-22 16:37:00,DTDC,51.36
4429,4429,2024-09-06 10:27:14,2024-09-11 10:27:14,Delhivery,40.04
4430,4430,2024-05-27 14:06:25,2024-06-01 14:06:25,XpressBees,93.67
4431,4431,2024-10-10 14:32:49,2024-10-12 14:32:49,DTDC,32.11
4432,4432,2024-07-25 17:14:19,2024-07-31 17:14:19,DTDC,198.67
4433,4433,2024-01-15 20:52:48,2024-01-21 20:52:48,XpressBees,87.9
4434,4434,2025-07-23 00:11:33,2025-07-26 00:11:33,EcomExpress,47.01
4435,4435,2024-11-04 16:11:19,2024-11-05 16:11:19,EcomExpress,107.98
4436,4436,2024-08-29 00:17:48,2024-08-31 00:17:48,BlueDart,25.75
4437,4437,2024-12-02 18:26:14,2024-12-09 18:26:14,XpressBees,126.33
4438,4438,2025-08-31 14:26:33,2025-09-03 14:26:33,EcomExpress,138.44
4439,4439,2024-03-05 08:06:39,2024-03-08 08:06:39,DTDC,183.17
4440,4440,2024-01-31 14:49:24,2024-02-06 14:49:24,BlueDart,191.33
4441,4441,2025-02-19 17:46:17,2025-02-26 17:46:17,XpressBees,127.83
4442,4442,2024-02-03 19:33:31,2024-02-05 19:33:31,XpressBees,93.59
4443,4443,2024-04-22 17:24:36,2024-04-24 17:24:36,Delhivery,182.56
4444,4444,2024-03-02 10:23:28,2024-03-05 10:23:28,BlueDart,72.24
4445,4445,2024-03-25 07:49:36,2024-03-29 07:49:36,XpressBees,140.04
4446,4446,2025-08-20 02:26:00,2025-08-24 02:26:00,Delhivery,186.17
4447,4447,2025-05-05 23:44:10,2025-05-11 23:44:10,BlueDart,145.91
4448,4448,2024-02-29 22:51:24,2024-03-04 22:51:24,Delhivery,180.74
4449,4449,2024-05-17 03:44:34,2024-05-23 03:44:34,EcomExpress,163.32
4450,4450,2024-09-15 23:46:59,2024-09-20 23:46:59,EcomExpress,180.02
4451,4451,2025-01-09 22:29:05,2025-01-12 22:29:05,Delhivery,115.27
4452,4452,2024-12-23 12:54:58,2024-12-30 12:54:58,XpressBees,21.85
4453,4453,2025-03-05 14:06:21,2025-03-06 14:06:21,DTDC,85.85
4454,4454,2024-05-27 01:59:31,2024-06-03 01:59:31,BlueDart,82.58
4455,4455,2025-06-25 18:12:48,2025-06-26 18:12:48,EcomExpress,195.81
4456,4456,2024-07-06 11:46:55,2024-07-13 11:46:55,BlueDart,168.96
4457,4457,2024-09-03 06:22:55,2024-09-09 06:22:55,Delhivery,106.95
4458,4458,2024-02-19 16:26:04,2024-02-24 16:26:04,EcomExpress,147.16
4459,4459,2024-07-18 00:52:16,2024-07-25 00:52:16,Delhivery,183.03
4460,4460,2025-01-18 06:08:52,2025-01-22 06:08:52,BlueDart,161.1
4461,4461,2025-08-20 17:36:52,2025-08-26 17:36:52,XpressBees,107.02
4462,4462,2025-05-18 13:22:35,2025-05-21 13:22:35,Delhivery,189.97
4463,4463,2024-01-20 03:57:19,2024-01-25 03:57:19,DTDC,35.96
4464,4464,2024-12-29 14:35:31,2025-01-01 14:35:31,DTDC,133.45
4465,4465,2024-11-28 19:03:09,2024-12-04 19:03:09,DTDC,94.46
4466,4466,2025-02-08 06:25:38,2025-02-12 06:25:38,Delhivery,134.25
4467,4467,2024-07-16 16:26:56,2024-07-19 16:26:56,XpressBees,39.99
4468,4468,2025-08-24 13:05:26,2025-08-29 13:05:26,Delhivery,130.36
4469,4469,2025-04-12 22:29:20,2025-04-18 22:29:20,XpressBees,78.96
4470,4470,2024-11-02 21:50:11,2024-11-08 21:50:11,EcomExpress,150.73
4471,4471,2025-07-10 20:39:29,2025-07-13 20:39:29,EcomExpress,145.23
4472,4472,2024-05-23 08:20:53,2024-05-26 08:20:53,XpressBees,48.93
4473,4473,2024-02-11 17:51:30,2024-02-16 17:51:30,Delhivery,70.83
4474,4474,2024-10-31 17:05:34,2024-11-04 17:05:34,EcomExpress,177.19
4475,4475,2025-01-29 14:33:37,2025-02-02 14:33:37,EcomExpress,125.04
4476,4476,2025-08-17 06:33:29,2025-08-21 06:33:29,XpressBees,121.61
4477,4477,2024-06-21 00:06:15,2024-06-28 00:06:15,DTDC,144.21
4478,4478,2024-08-04 17:56:47,2024-08-09 17:56:47,XpressBees,73.25
4479,4479,2024-10-30 12:11:19,2024-11-04 12:11:19,DTDC,195.18
4480,4480,2024-07-11 06:26:42,2024-07-15 06:26:42,XpressBees,118.3
4481,4481,2025-08-11 00:15:19,2025-08-15 00:15:19,BlueDart,144.95
4482,4482,2024-09-13 05:53:04,2024-09-19 05:53:04,XpressBees,36.89
4483,4483,2025-01-31 17:26:06,2025-02-01 17:26:06,DTDC,67.9
4484,4484,2025-08-03 00:36:39,2025-08-04 00:36:39,EcomExpress,54.67
4485,4485,2025-02-14 14:26:04,2025-02-16 14:26:04,Delhivery,161.22
4486,4486,2024-08-08 22:53:22,2024-08-12 22:53:22,DTDC,143.26
4487,4487,2024-03-14 01:46:40,2024-03-21 01:46:40,XpressBees,119.77
4488,4488,2024-12-21 11:01:01,2024-12-26 11:01:01,Delhivery,35.43
4489,4489,2025-03-14 12:43:15,2025-03-15 12:43:15,XpressBees,113.95
4490,4490,2025-01-18 13:09:51,2025-01-20 13:09:51,DTDC,156.5
4491,4491,2024-11-26 17:36:11,2024-12-03 17:36:11,XpressBees,120.9
4492,4492,2024-07-19 14:01:07,2024-07-22 14:01:07,Delhivery,29.34
4493,4493,2025-04-12 05:00:42,2025-04-19 05:00:42,BlueDart,169.62
4494,4494,2024-07-18 04:14:41,2024-07-24 04:14:41,EcomExpress,114.63
4495,4495,2025-05-03 19:59:17,2025-05-04 19:59:17,BlueDart,174.24
4496,4496,2024-10-13 03:48:18,2024-10-18 03:48:18,XpressBees,119.49
4497,4497,2025-06-04 17:46:02,2025-06-11 17:46:02,DTDC,22.81
4498,4498,2024-12-21 16:21:43,2024-12-27 16:21:43,Delhivery,170.47
4499,4499,2024-03-30 22:37:11,2024-04-05 22:37:11,Delhivery,113.93
4500,4500,2024-05-10 20:39:42,2024-05-15 20:39:42,XpressBees,195.81
4501,4501,2025-06-18 15:56:13,2025-06-22 15:56:13,BlueDart,177.64
4502,4502,2024-09-03 08:40:04,2024-09-10 08:40:04,DTDC,31.99
4503,4503,2024-11-07 14:26:49,2024-11-09 14:26:49,Delhivery,40.56
4504,4504,2024-03-12 16:34:28,2024-03-19 16:34:28,EcomExpress,192.66
4505,4505,2025-05-14 18:26:03,2025-05-16 18:26:03,Delhivery,101.12
4506,4506,2025-01-28 14:42:45,2025-01-31 14:42:45,XpressBees,35.75
4507,4507,2024-02-05 21:52:53,2024-02-09 21:52:53,EcomExpress,98.84
4508,4508,2024-03-13 12:13:16,2024-03-18 12:13:16,XpressBees,184.36
4509,4509,2024-04-29 11:14:05,2024-05-03 11:14:05,Delhivery,182.72
4510,4510,2025-06-18 04:40:39,2025-06-24 04:40:39,BlueDart,130.57
4511,4511,2025-03-16 21:32:27,2025-03-22 21:32:27,BlueDart,55.17
4512,4512,2024-02-28 03:31:00,2024-03-01 03:31:00,Delhivery,107.35
4513,4513,2024-02-08 03:57:52,2024-02-14 03:57:52,XpressBees,118.04
4514,4514,2024-11-14 02:47:08,2024-11-18 02:47:08,EcomExpress,183.84
4515,4515,2025-01-04 22:31:35,2025-01-11 22:31:35,DTDC,82.29
4516,4516,2025-01-25 17:15:08,2025-01-28 17:15:08,XpressBees,39.51
4517,4517,2024-05-10 02:13:41,2024-05-15 02:13:41,BlueDart,84.95
4518,4518,2025-06-16 01:02:46,2025-06-23 01:02:46,XpressBees,31.35
4519,4519,2025-01-05 14:43:31,2025-01-08 14:43:31,XpressBees,139.46
4520,4520,2024-08-22 19:04:12,2024-08-29 19:04:12,EcomExpress,135.11
4521,4521,2024-09-06 13:24:37,2024-09-12 13:24:37,BlueDart,182.47
4522,4522,2025-08-27 16:41:00,2025-09-02 16:41:00,DTDC,80.45
4523,4523,2024-05-25 18:50:29,2024-05-28 18:50:29,Delhivery,182.33
4524,4524,2025-05-03 03:57:41,2025-05-04 03:57:41,XpressBees,35.46
4525,4525,2025-06-23 08:22:36,2025-06-24 08:22:36,BlueDart,120.47
4526,4526,2025-02-14 00:36:19,2025-02-19 00:36:19,BlueDart,133.43
4527,4527,2025-03-12 09:25:46,2025-03-16 09:25:46,DTDC,98.6
4528,4528,2025-07-22 15:11:17,2025-07-27 15:11:17,XpressBees,56.45
4529,4529,2024-05-26 23:33:43,2024-05-27 23:33:43,EcomExpress,97.56
4530,4530,2025-04-17 09:37:15,2025-04-20 09:37:15,Delhivery,51.63
4531,4531,2024-03-26 04:08:02,2024-04-02 04:08:02,DTDC,21.54
4532,4532,2025-06-04 11:05:13,2025-06-10 11:05:13,EcomExpress,187.4
4533,4533,2025-02-05 21:21:10,2025-02-07 21:21:10,BlueDart,135.03
4534,4534,2025-05-27 15:23:04,2025-06-02 15:23:04,XpressBees,43.8
4535,4535,2025-03-20 00:30:15,2025-03-27 00:30:15,XpressBees,75.74
4536,4536,2024-06-13 13:29:16,2024-06-20 13:29:16,XpressBees,164.88
4537,4537,2024-03-07 06:08:13,2024-03-08 06:08:13,BlueDart,51.96
4538,4538,2024-09-07 14:45:27,2024-09-10 14:45:27,XpressBees,86.01
4539,4539,2024-12-18 17:11:04,2024-12-24 17:11:04,Delhivery,122.54
4540,4540,2025-03-09 17:09:08,2025-03-12 17:09:08,BlueDart,62.11
4541,4541,2025-01-03 11:32:32,2025-01-05 11:32:32,EcomExpress,43.53
4542,4542,2025-05-07 17:07:17,2025-05-08 17:07:17,DTDC,26.66
4543,4543,2025-03-02 14:57:03,2025-03-06 14:57:03,BlueDart,27.77
4544,4544,2024-09-16 22:52:21,2024-09-19 22:52:21,EcomExpress,54.64
4545,4545,2024-04-18 07:53:07,2024-04-22 07:53:07,DTDC,172.88
4546,4546,2024-08-04 03:43:02,2024-08-06 03:43:02,BlueDart,124.88
4547,4547,2025-03-16 07:36:17,2025-03-19 07:36:17,Delhivery,72.95
4548,4548,2024-04-13 00:51:36,2024-04-20 00:51:36,BlueDart,158.49
4549,4549,2025-05-02 04:24:12,2025-05-06 04:24:12,BlueDart,115.36
4550,4550,2025-05-20 20:04:38,2025-05-25 20:04:38,XpressBees,33.15
4551,4551,2024-08-29 17:49:28,2024-09-02 17:49:28,Delhivery,136.29
4552,4552,2025-05-17 07:27:26,2025-05-22 07:27:26,DTDC,191.46
4553,4553,2025-05-20 01:24:41,2025-05-23 01:24:41,EcomExpress,138.87
4554,4554,2024-05-01 18:52:25,2024-05-07 18:52:25,DTDC,174.62
4555,4555,2025-02-28 04:12:37,2025-03-07 04:12:37,EcomExpress,30.81
4556,4556,2025-06-05 15:00:43,2025-06-12 15:00:43,XpressBees,110.58
4557,4557,2024-05-10 01:22:15,2024-05-15 01:22:15,XpressBees,68.24
4558,4558,2025-01-05 12:49:03,2025-01-08 12:49:03,Delhivery,95.92
4559,4559,2025-04-04 03:53:54,2025-04-07 03:53:54,XpressBees,39.93
4560,4560,2024-09-26 14:52:22,2024-10-03 14:52:22,XpressBees,91.42
4561,4561,2024-07-16 18:02:50,2024-07-17 18:02:50,DTDC,102.1
4562,4562,2025-06-02 11:29:45,2025-06-08 11:29:45,BlueDart,146.67
4563,4563,2025-03-14 00:15:53,2025-03-20 00:15:53,Delhivery,137.49
4564,4564,2025-02-09 06:08:47,2025-02-15 06:08:47,BlueDart,115.05
4565,4565,2024-10-08 02:42:27,2024-10-09 02:42:27,DTDC,167.02
4566,4566,2024-11-05 12:34:26,2024-11-07 12:34:26,XpressBees,117.71
4567,4567,2024-05-02 08:10:45,2024-05-03 08:10:45,DTDC,195.58
4568,4568,2024-04-24 06:48:28,2024-04-30 06:48:28,DTDC,28.84
4569,4569,2025-05-01 07:32:51,2025-05-02 07:32:51,DTDC,176.15
4570,4570,2024-08-17 07:30:27,2024-08-24 07:30:27,BlueDart,65.87
4571,4571,2024-08-31 08:21:02,2024-09-02 08:21:02,DTDC,120.11
4572,4572,2025-04-19 17:26:52,2025-04-26 17:26:52,DTDC,151.16
4573,4573,2024-12-28 19:05:54,2025-01-04 19:05:54,DTDC,157.17
4574,4574,2024-09-02 19:13:40,2024-09-03 19:13:40,Delhivery,111.47
4575,4575,2024-10-20 01:08:25,2024-10-21 01:08:25,EcomExpress,29.44
4576,4576,2024-11-24 22:22:40,2024-11-27 22:22:40,XpressBees,103.68
4577,4577,2025-01-14 15:49:21,2025-01-18 15:49:21,EcomExpress,132.35
4578,4578,2024-08-20 23:46:35,2024-08-25 23:46:35,Delhivery,66.83
4579,4579,2024-10-11 08:24:34,2024-10-12 08:24:34,Delhivery,23.44
4580,4580,2025-07-11 02:15:32,2025-07-17 02:15:32,BlueDart,151.19
4581,4581,2024-11-13 05:39:14,2024-11-15 05:39:14,EcomExpress,49.15
4582,4582,2024-02-20 02:30:55,2024-02-22 02:30:55,XpressBees,76.26
4583,4583,2024-02-09 02:03:27,2024-02-12 02:03:27,Delhivery,96.6
4584,4584,2024-03-28 05:30:36,2024-03-30 05:30:36,DTDC,128.36
4585,4585,2025-05-09 14:20:26,2025-05-14 14:20:26,XpressBees,63.79
4586,4586,2024-01-27 09:07:32,2024-01-31 09:07:32,DTDC,76.08
4587,4587,2025-02-17 03:05:52,2025-02-24 03:05:52,DTDC,60.36
4588,4588,2024-01-18 15:20:32,2024-01-19 15:20:32,DTDC,28.26
4589,4589,2025-08-25 15:20:14,2025-08-30 15:20:14,Delhivery,122.55
4590,4590,2024-05-19 16:40:37,2024-05-26 16:40:37,BlueDart,103.48
4591,4591,2025-05-05 10:41:25,2025-05-10 10:41:25,BlueDart,97.16
4592,4592,2025-01-30 08:42:43,2025-02-02 08:42:43,XpressBees,93.17
4593,4593,2024-06-09 10:49:21,2024-06-15 10:49:21,EcomExpress,34.4
4594,4594,2024-03-01 21:44:45,2024-03-06 21:44:45,Delhivery,104.48
4595,4595,2024-10-23 19:06:46,2024-10-25 19:06:46,DTDC,34.63
4596,4596,2025-07-25 17:15:58,2025-07-27 17:15:58,DTDC,59.29
4597,4597,2024-06-16 14:54:51,2024-06-18 14:54:51,EcomExpress,101.26
4598,4598,2025-08-22 21:40:51,2025-08-27 21:40:51,Delhivery,79.23
4599,4599,2025-02-02 21:30:05,2025-02-06 21:30:05,DTDC,188.03
4600,4600,2024-08-22 09:02:11,2024-08-27 09:02:11,Delhivery,45.96
4601,4601,2025-05-25 09:20:29,2025-06-01 09:20:29,DTDC,65.06
4602,4602,2024-10-06 20:33:00,2024-10-11 20:33:00,XpressBees,76.02
4603,4603,2024-09-04 01:53:53,2024-09-06 01:53:53,EcomExpress,100.57
4604,4604,2024-01-19 08:58:00,2024-01-24 08:58:00,BlueDart,92.83
4605,4605,2024-04-23 11:42:40,2024-04-25 11:42:40,Delhivery,122.65
4606,4606,2025-05-18 04:17:18,2025-05-25 04:17:18,XpressBees,141.51
4607,4607,2025-01-23 02:33:46,2025-01-30 02:33:46,Delhivery,160.55
4608,4608,2024-04-11 11:57:44,2024-04-17 11:57:44,EcomExpress,46.37
4609,4609,2025-03-31 09:31:56,2025-04-01 09:31:56,EcomExpress,105.87
4610,4610,2025-06-15 14:47:44,2025-06-18 14:47:44,EcomExpress,187.65
4611,4611,2024-08-19 07:33:56,2024-08-24 07:33:56,Delhivery,108.34
4612,4612,2025-04-30 17:40:51,2025-05-02 17:40:51,EcomExpress,115.6
4613,4613,2025-02-20 13:43:39,2025-02-23 13:43:39,XpressBees,145.38
4614,4614,2025-04-13 14:43:01,2025-04-19 14:43:01,DTDC,99.23
4615,4615,2025-04-14 09:59:34,2025-04-16 09:59:34,XpressBees,41.61
4616,4616,2024-11-23 19:58:58,2024-11-29 19:58:58,EcomExpress,53.78
4617,4617,2024-02-11 14:20:02,2024-02-14 14:20:02,XpressBees,61.38
4618,4618,2024-08-28 07:36:15,2024-08-29 07:36:15,BlueDart,50.63
4619,4619,2025-05-27 17:32:25,2025-05-31 17:32:25,BlueDart,75.88
4620,4620,2024-09-28 12:00:47,2024-10-04 12:00:47,DTDC,131.72
4621,4621,2024-05-22 02:15:13,2024-05-27 02:15:13,BlueDart,23.08
4622,4622,2024-06-22 20:32:33,2024-06-25 20:32:33,DTDC,89.13
4623,4623,2024-12-21 10:49:48,2024-12-24 10:49:48,BlueDart,184.59
4624,4624,2025-06-08 16:34:13,2025-06-11 16:34:13,DTDC,45.35
4625,4625,2024-03-15 22:43:38,2024-03-21 22:43:38,EcomExpress,93.61
4626,4626,2024-10-16 07:49:19,2024-10-21 07:49:19,EcomExpress,44.68
4627,4627,2024-01-08 20:34:56,2024-01-10 20:34:56,BlueDart,88.21
4628,4628,2025-03-30 05:18:39,2025-04-05 05:18:39,EcomExpress,40.81
4629,4629,2024-07-29 13:23:53,2024-07-30 13:23:53,EcomExpress,97.32
4630,4630,2025-03-05 04:40:44,2025-03-10 04:40:44,Delhivery,171.09
4631,4631,2024-01-16 16:38:24,2024-01-20 16:38:24,EcomExpress,47.1
4632,4632,2024-04-13 11:55:54,2024-04-18 11:55:54,BlueDart,151.32
4633,4633,2025-04-22 03:29:07,2025-04-29 03:29:07,Delhivery,43.2
4634,4634,2024-06-12 22:56:02,2024-06-17 22:56:02,EcomExpress,137.66
4635,4635,2024-01-26 04:11:05,2024-01-30 04:11:05,DTDC,78.84
4636,4636,2024-11-18 01:12:58,2024-11-25 01:12:58,EcomExpress,71.59
4637,4637,2024-09-02 09:05:30,2024-09-07 09:05:30,DTDC,89.76
4638,4638,2025-01-08 09:20:05,2025-01-13 09:20:05,BlueDart,101.69
4639,4639,2025-01-11 18:04:26,2025-01-12 18:04:26,XpressBees,63.25
4640,4640,2025-02-24 12:12:01,2025-03-01 12:12:01,Delhivery,44.49
4641,4641,2024-11-14 16:25:21,2024-11-17 16:25:21,Delhivery,101.7
4642,4642,2024-07-06 10:54:41,2024-07-08 10:54:41,BlueDart,95.31
4643,4643,2025-02-11 08:29:01,2025-02-18 08:29:01,EcomExpress,96.47
4644,4644,2025-06-07 20:06:52,2025-06-12 20:06:52,BlueDart,92.11
4645,4645,2024-10-09 08:35:59,2024-10-13 08:35:59,BlueDart,65.19
4646,4646,2024-12-21 00:36:01,2024-12-22 00:36:01,Delhivery,36.16
4647,4647,2024-10-13 01:56:24,2024-10-16 01:56:24,BlueDart,137.11
4648,4648,2025-02-19 11:06:49,2025-02-22 11:06:49,XpressBees,164.23
4649,4649,2024-11-05 19:41:37,2024-11-11 19:41:37,XpressBees,102.17
4650,4650,2025-06-12 08:48:30,2025-06-15 08:48:30,BlueDart,89.16
4651,4651,2024-01-21 11:03:59,2024-01-24 11:03:59,BlueDart,29.57
4652,4652,2024-06-05 21:15:52,2024-06-08 21:15:52,Delhivery,100.76
4653,4653,2025-07-20 13:23:31,2025-07-27 13:23:31,XpressBees,127.17
4654,4654,2024-10-29 18:47:06,2024-10-30 18:47:06,XpressBees,131.19
4655,4655,2024-02-01 13:11:55,2024-02-02 13:11:55,BlueDart,78.53
4656,4656,2025-01-09 03:26:31,2025-01-15 03:26:31,DTDC,116.21
4657,4657,2024-01-11 15:39:51,2024-01-15 15:39:51,XpressBees,131.23
4658,4658,2024-08-24 22:20:36,2024-08-27 22:20:36,Delhivery,45.35
4659,4659,2024-09-13 11:27:10,2024-09-19 11:27:10,Delhivery,41.1
4660,4660,2024-11-15 11:44:53,2024-11-18 11:44:53,XpressBees,164.42
4661,4661,2024-09-18 03:17:50,2024-09-20 03:17:50,BlueDart,126.31
4662,4662,2024-06-19 17:42:39,2024-06-24 17:42:39,DTDC,49.61
4663,4663,2025-02-01 17:10:52,2025-02-05 17:10:52,Delhivery,158.24
4664,4664,2024-08-08 16:27:54,2024-08-09 16:27:54,Delhivery,142.88
4665,4665,2024-05-27 22:10:13,2024-06-03 22:10:13,DTDC,135.83
4666,4666,2025-04-09 17:46:13,2025-04-14 17:46:13,XpressBees,149.2
4667,4667,2024-10-28 10:08:59,2024-10-30 10:08:59,EcomExpress,182.35
4668,4668,2024-12-23 19:00:17,2024-12-25 19:00:17,BlueDart,60.81
4669,4669,2024-08-10 08:17:04,2024-08-13 08:17:04,Delhivery,71.02
4670,4670,2024-11-29 05:48:22,2024-12-02 05:48:22,DTDC,138.21
4671,4671,2024-10-03 21:34:48,2024-10-06 21:34:48,XpressBees,162.14
4672,4672,2024-01-07 17:41:44,2024-01-13 17:41:44,EcomExpress,128.42
4673,4673,2024-05-19 22:34:50,2024-05-20 22:34:50,DTDC,137.08
4674,4674,2024-07-03 11:50:45,2024-07-07 11:50:45,EcomExpress,84.45
4675,4675,2024-11-07 06:42:53,2024-11-14 06:42:53,BlueDart,25.09
4676,4676,2025-05-03 05:18:33,2025-05-09 05:18:33,BlueDart,195.4
4677,4677,2025-06-17 21:43:15,2025-06-18 21:43:15,BlueDart,186.4
4678,4678,2024-02-21 16:11:01,2024-02-28 16:11:01,Delhivery,78.92
4679,4679,2024-07-09 05:02:37,2024-07-12 05:02:37,BlueDart,126.0
4680,4680,2025-08-30 08:49:09,2025-09-01 08:49:09,DTDC,131.9
4681,4681,2024-08-08 01:46:10,2024-08-12 01:46:10,Delhivery,179.15
4682,4682,2024-06-21 10:05:01,2024-06-26 10:05:01,XpressBees,120.99
4683,4683,2025-07-28 04:54:23,2025-07-30 04:54:23,EcomExpress,47.07
4684,4684,2024-09-13 10:50:39,2024-09-16 10:50:39,XpressBees,147.57
4685,4685,2025-03-18 01:14:11,2025-03-25 01:14:11,EcomExpress,108.06
4686,4686,2024-02-06 00:14:30,2024-02-10 00:14:30,DTDC,148.45
4687,4687,2025-01-25 17:20:09,2025-01-31 17:20:09,Delhivery,119.94
4688,4688,2025-01-15 18:10:43,2025-01-21 18:10:43,DTDC,150.33
4689,4689,2024-05-26 20:55:32,2024-06-02 20:55:32,XpressBees,65.6
4690,4690,2025-04-12 22:18:36,2025-04-17 22:18:36,DTDC,189.84
4691,4691,2025-08-20 01:15:25,2025-08-23 01:15:25,XpressBees,194.45
4692,4692,2024-05-11 22:22:39,2024-05-13 22:22:39,EcomExpress,177.97
4693,4693,2024-11-20 19:36:27,2024-11-22 19:36:27,Delhivery,76.94
4694,4694,2024-05-20 18:59:43,2024-05-22 18:59:43,EcomExpress,198.2
4695,4695,2024-12-10 09:42:55,2024-12-17 09:42:55,EcomExpress,184.3
4696,4696,2024-11-28 15:05:50,2024-11-29 15:05:50,XpressBees,153.78
4697,4697,2024-02-19 14:05:38,2024-02-24 14:05:38,XpressBees,68.76
4698,4698,2025-01-10 06:14:25,2025-01-17 06:14:25,EcomExpress,36.44
4699,4699,2025-04-27 05:12:17,2025-04-29 05:12:17,EcomExpress,149.49
4700,4700,2025-07-03 23:59:34,2025-07-08 23:59:34,EcomExpress,80.17
4701,4701,2024-10-05 21:14:34,2024-10-12 21:14:34,DTDC,113.24
4702,4702,2024-04-29 03:54:57,2024-05-02 03:54:57,DTDC,121.06
4703,4703,2024-09-21 19:45:57,2024-09-24 19:45:57,BlueDart,22.5
4704,4704,2025-08-20 10:07:30,2025-08-25 10:07:30,DTDC,113.23
4705,4705,2024-05-06 08:14:05,2024-05-11 08:14:05,Delhivery,49.89
4706,4706,2024-04-09 18:34:03,2024-04-16 18:34:03,XpressBees,137.3
4707,4707,2025-07-26 05:11:17,2025-07-29 05:11:17,BlueDart,49.26
4708,4708,2024-11-20 02:42:32,2024-11-24 02:42:32,EcomExpress,124.49
4709,4709,2025-05-28 20:42:21,2025-06-04 20:42:21,DTDC,176.24
4710,4710,2024-10-20 07:25:37,2024-10-27 07:25:37,XpressBees,165.67
4711,4711,2025-01-14 19:45:16,2025-01-16 19:45:16,Delhivery,109.13
4712,4712,2024-10-07 01:33:02,2024-10-09 01:33:02,Delhivery,167.3
4713,4713,2024-11-29 12:39:34,2024-12-05 12:39:34,DTDC,87.79
4714,4714,2025-02-12 15:37:48,2025-02-16 15:37:48,XpressBees,26.36
4715,4715,2024-02-19 14:22:00,2024-02-20 14:22:00,XpressBees,31.48
4716,4716,2024-01-23 16:07:03,2024-01-27 16:07:03,Delhivery,57.19
4717,4717,2025-01-23 11:06:01,2025-01-28 11:06:01,DTDC,195.27
4718,4718,2025-01-28 10:13:46,2025-02-02 10:13:46,EcomExpress,199.33
4719,4719,2025-06-29 06:38:12,2025-07-02 06:38:12,BlueDart,159.07
4720,4720,2024-12-08 08:56:36,2024-12-11 08:56:36,Delhivery,66.22
4721,4721,2024-06-03 13:33:35,2024-06-08 13:33:35,Delhivery,69.72
4722,4722,2024-09-04 05:03:05,2024-09-08 05:03:05,EcomExpress,86.66
4723,4723,2025-06-25 03:29:47,2025-06-28 03:29:47,Delhivery,159.85
4724,4724,2025-06-28 17:07:05,2025-07-01 17:07:05,Delhivery,24.69
4725,4725,2025-03-27 14:26:06,2025-03-30 14:26:06,EcomExpress,68.29
4726,4726,2024-10-03 09:08:16,2024-10-04 09:08:16,Delhivery,190.18
4727,4727,2024-09-21 21:08:51,2024-09-26 21:08:51,Delhivery,117.18
4728,4728,2024-04-06 05:21:16,2024-04-13 05:21:16,BlueDart,27.28
4729,4729,2024-12-27 02:38:25,2025-01-01 02:38:25,XpressBees,145.05
4730,4730,2024-09-27 00:44:56,2024-09-28 00:44:56,BlueDart,196.52
4731,4731,2025-08-08 13:10:41,2025-08-11 13:10:41,DTDC,177.66
4732,4732,2024-09-09 17:57:52,2024-09-13 17:57:52,XpressBees,84.91
4733,4733,2024-02-23 14:57:25,2024-02-26 14:57:25,Delhivery,114.55
4734,4734,2024-11-01 05:00:53,2024-11-02 05:00:53,DTDC,149.15
4735,4735,2025-08-30 15:00:25,2025-09-02 15:00:25,Delhivery,76.36
4736,4736,2024-10-15 11:48:03,2024-10-17 11:48:03,EcomExpress,130.76
4737,4737,2024-02-13 21:51:39,2024-02-19 21:51:39,XpressBees,42.5
4738,4738,2024-05-31 14:07:48,2024-06-02 14:07:48,DTDC,20.63
4739,4739,2024-07-03 13:00:05,2024-07-10 13:00:05,EcomExpress,135.0
4740,4740,2024-12-09 16:04:53,2024-12-12 16:04:53,BlueDart,179.57
4741,4741,2024-12-12 20:50:16,2024-12-19 20:50:16,Delhivery,48.72
4742,4742,2025-07-19 04:13:12,2025-07-20 04:13:12,DTDC,28.51
4743,4743,2024-06-22 10:55:58,2024-06-29 10:55:58,Delhivery,194.05
4744,4744,2024-11-12 00:49:29,2024-11-16 00:49:29,BlueDart,63.9
4745,4745,2024-08-26 03:48:04,2024-08-28 03:48:04,EcomExpress,26.28
4746,4746,2024-07-03 23:35:56,2024-07-07 23:35:56,XpressBees,78.66
4747,4747,2025-07-11 07:15:24,2025-07-16 07:15:24,DTDC,137.83
4748,4748,2025-01-09 16:29:48,2025-01-16 16:29:48,BlueDart,122.86
4749,4749,2024-02-19 06:08:10,2024-02-21 06:08:10,Delhivery,193.21
